Observed,F_Time,NDE_cycle,diff_two_peaks_ratio,amp_ratio,pos_ratio,energy_ratio,NLE_ratio_51_17,NLE_ratio_85_17,NLE_ratio_119_17,NLO_avg,Avg_RP,ACEE_30_Avg_58,ACEE_500_Avg_58,ACPD_Avg_58
True,469617.63602025644,600000,0.6524248035055176,1.2460977507382955,0.9971193367215865,0.9045699792090806,0.9200957561053863,1.0882061253489643,0.46739563920489546,5.735329585440709,175.60965562165862,-0.7706463087145137,-1.2851455696791432,3.3262682789692892
True,325823.65129789064,450000,0.7201457119283995,1.2623088556939002,0.9934231083822995,0.9801013939878661,0.8573699084391999,1.101848284133872,0.46785496946884997,3.645883095099566,169.71768934267746,-0.5819491279883714,-1.358144371609581,2.985541615010038
False,1163225.6965937905,750000,0.5636579646730528,1.1609348910189548,0.9965802045216502,0.750480108605924,0.8840580103809856,1.077711531911447,0.47039409235554835,7.851831139468965,170.98231993457406,-0.7695696230185409,-1.5020933260937988,3.5103751187086774
True,1845031.3891460344,900000,0.5148070470747051,1.037139780650285,1.0002307891503124,0.7373605978315051,0.9072283732077655,1.1501523808817027,0.4889428978931938,5.00950432524618,171.28051540056927,-1.0247411051514386,-1.2276024141817623,2.8451829529631656
True,1453082.3668750632,900000,0.37934337025113063,1.170793713989094,0.9985128090550816,0.8263760724171992,0.8965472816479959,1.1627200014489067,0.48875228653152697,5.828493880102805,170.25289412917525,-0.8283753709392889,-1.248879478655264,3.0677586564204455
True,1337697.351125352,900000,0.4740540105519769,1.1158704319948003,0.9972576101933432,0.7755058983153542,0.9102731113386232,1.155279445910981,0.4902036141865692,5.2397024640924155,170.25312299675056,-0.6462699801650555,-1.1973140069915065,2.9296387360317455
True,1213725.6826206706,900000,0.5649715720418259,1.2012795863550376,0.9953122047491518,0.7691287024337129,0.8985108911915116,1.158850059107843,0.4904858544051269,5.935791799367466,170.55751877135882,-0.7898418823484301,-1.1834120310093477,3.2484674271197624
True,293749.6283849778,450000,0.533092542175893,1.0931241350735383,1.0112693822915118,0.7353635374205117,0.8761799541249766,1.095360921401348,0.46284731869537954,3.909472631051023,169.71813939359373,-0.7206775866367741,-1.5228784911682416,2.5274252947825637
False,3233391.611349697,750000,0.3873448995472233,0.7418217351429948,0.9975077320091731,0.8137584951637048,0.8879869060173673,1.1000780501750695,0.5050264332273869,3.5481741152909936,169.80440306210133,-0.8260112392771704,-1.5093405065125256,3.143996854701533
True,882701.5152506618,600000,0.7224934861114141,1.1944831327378012,1.0011252009231506,0.7597064841193342,0.9314303783732679,1.1010103654500643,0.4796473721702063,6.250888023239373,176.53331379500202,-0.922431673622355,-1.1075949640917513,3.0334505766941264
False,2419069.7384706237,900000,0.7375795879950038,1.1281748396334506,0.9889442805770847,0.9083288848788353,0.895251823541489,1.1419304532572354,0.4875981074213898,6.694655779349937,171.70963192007412,-0.8045839373422838,-1.3408175885858662,3.912273959408256
False,965283.0994230165,750000,0.33851322184029936,1.2746201351121818,1.0121613127795726,0.817487677867073,0.8655424622911847,1.0612175102699746,0.43656160489702917,7.856741302840534,169.71768934260186,-0.6111390882905164,-1.205354189933179,3.3387039281729995
True,1637257.8551166055,450000,1.2594928508243626,1.2934750310108973,1.0045816546333848,1.433830070234823,1.011167901296256,1.272542617394067,0.546441023956238,3.58333281331187,171.6637118793969,-0.9499783201398035,-1.4715923268798652,3.504963520698097
False,439145.5670247199,750000,0.32459050521279814,0.7638478242786334,1.0024821916163134,0.554966889355676,0.9190080591729374,1.0984132928164763,0.4903839237433708,6.490787181974585,170.29197891980937,-1.0322188453041676,-1.5606107699313005,2.924736207554955
False,2308477.8969903123,900000,0.5902197042240528,1.0436629634029535,0.9920034465325335,0.7889862939724948,0.9097508310165028,1.1716980056729278,0.4919010689703604,7.022126443675744,170.3059012258021,-0.8716581767369533,-1.3705937586457684,3.736489075474565
True,1599992.960342481,900000,0.43535470332836473,1.0662794299105522,0.9977333988246107,0.757069972351634,0.9078036770394613,1.1377233533040043,0.49837300934307854,5.656469456489274,174.11098292709926,-0.9783293547715011,-1.2639588765254568,3.0328076556981327
True,354647.02830215014,900000,0.34474243244821984,1.2188887608170247,0.9969957309097146,0.7774730770191217,0.8908455982389616,1.1457163576958822,0.4748372171832177,4.367920338208291,171.15664732268812,-0.6734872995823313,-1.3053564949221934,2.7563302168342614
True,2905586.161400619,450000,0.8544576280890339,1.1547633277031306,1.0008888294752047,1.278718487645273,1.0035809816137866,1.2571254535530423,0.5454546337084358,3.2806175604740098,171.02625170456403,-1.1848976344838202,-1.478615443731837,3.3984414688546694
True,1392872.2576689299,450000,0.9367069189846243,1.191874421385484,1.0045994817054449,1.1435073137988272,0.9865753036248487,1.1932932736158643,0.5176347165450641,3.749262173600918,174.89970666594692,-1.0642585163064466,-1.244593039249783,3.1037222155842237
True,920465.6283574243,900000,0.3676961285280996,0.7506602701434756,1.0077168495817006,0.710416880964046,0.9005190592018762,1.1082544694486094,0.4758492057337923,4.097263482556848,170.44336358792236,-0.9889573437270514,-1.8847997214541978,2.3691361389470393
False,1947685.3228129512,750000,0.45327533034894835,0.9694521361906578,1.0043529502019382,0.6799111280236203,0.8943364977853866,1.089203599263809,0.4820726372376876,7.858466089882844,170.61064522499706,-0.892881829633195,-1.4398387229292504,3.061935600812088
