Observed,F_Time,NDE_cycle,diff_two_peaks_ratio,amp_ratio,pos_ratio,energy_ratio,NLE_ratio_51_17,NLE_ratio_85_17,NLE_ratio_51_119,NLO_avg,Avg_RP,ACEE_30_Avg_58,ACEE_500_Avg_58,ACPD_Avg_58
True,365049.82595142117,450000,0.8729726808646014,1.0847824425034205,0.9964067104422349,0.868493329843849,0.9439794359968894,1.2398036878087377,1.8181791401684144,4.4032719645711484,176.11349526413576,-1.3573704205459312,-1.4341601726086601,3.53322522457847
True,1146995.2039289812,900000,0.4098640831989027,1.0537052745893745,0.9923851901103156,0.789080946444391,0.900651336409101,1.1291902705965808,1.8013448898706848,5.644145548392268,170.30959344663998,-1.024483553379633,-1.2620410845968346,3.426572912438331
True,649351.5369151891,600000,0.4994920024928446,1.1716301288228128,1.0090969465801185,0.7902343112012641,0.8750825453592872,1.0124852237369901,1.8937111086034384,4.985178401581768,173.05673906039536,-0.9588603377973072,-0.945966295918308,3.1315113539593007
True,924625.3681779689,900000,0.317455873266813,1.0338069446691824,0.9983790753966891,0.6112824589014484,0.8881755666112171,1.1289378870285418,1.7986738274994505,5.916575426208662,171.32260641839707,-1.165081981648872,-1.250637563451743,2.882109413239811
True,552105.860898278,450000,0.6387502266872448,1.103302398139258,1.001450737529889,0.9304982916682204,0.8909238901505863,1.1532464238844458,1.8024593023524416,5.409683357109181,170.1502218737636,-0.8948324163665983,-1.2952119160318636,3.1039509007108674
False,311994.3374957211,300000,0.8459388767874343,0.8050928885350387,1.0031746336090168,0.8768295054028842,0.7730417824243552,1.0048630719815221,1.8105867314943573,6.239777505850155,171.88890028317226,-1.1282783096355908,-1.7038292888505249,3.875420923025582
True,330961.63778185466,450000,0.7101149455506066,0.8808867583894896,0.9938927497017086,0.8262531991799705,0.8908467519819753,1.1639059529619467,1.7852111961637502,5.371999922694003,172.19045206387187,-1.1735913588002111,-1.3946516573743482,3.6129867413168792
True,306426.77912202664,450000,0.5460922510627236,0.891633624118501,0.9936378594898446,0.6883530358069517,0.9271496863612435,1.1969358170205016,1.7351263994961525,5.438349013995624,171.4012284171692,-1.2443575927914237,-0.9338569659640686,3.370392111202042
True,799054.0441220021,450000,0.6087208183029036,1.1096061663651262,0.9935860002349931,0.9446011855018956,0.9217693261637908,1.2003232623651587,1.759830670489954,4.270095465206147,172.19252650575334,-1.0439202172110664,-1.39113124961633,3.1617509934024315
False,1694725.7160225883,750000,0.520146354441563,1.0936257077740508,1.0036279716730536,0.6333636281862802,0.8309574077841785,1.0391437051421655,1.8526778641265873,8.48152265859785,173.0570119349423,-0.8979053013750515,-1.14427743467062,3.9239090377995276
False,2182564.074558259,750000,0.4534282832597057,0.8960041804419732,0.9975459642634129,0.4603862197458617,0.8849525261502411,1.0522770484703685,1.8828482145545502,9.217360170829728,172.1109642096773,-1.0251133741768697,-1.5006491395284793,3.932362429134289
