Condition,TEP_mean_uV_C,Absorption_avg_500,backscatter_avg,Absorption_avg_50,A,B,p,Absorption_avg_100,Absorption_avg_200,mean_CF,mean_perm,mean_MBN
T_B1,12.976905100153656,0.0002040830350336376,0.021230446336418022,0.0018219903343579442,4.395375415909463e-07,0.0010586632060525824,0.23007036072367196,0.000564408837409246,0.0005351271823042353,1.114476092659346,68.86013356094308,0.431661750297998
T_B1,13.027290628490558,0.00021632016554517017,0.011715699744617423,0.0015231035353562021,5.583760086287587e-07,0.0009843324181767071,0.26028453983373706,0.0008135748185505073,0.0003696856637032673,1.0955899288258468,67.55800893287987,0.6268254780217426
T_B1,13.005067807613711,0.00020048208740812702,0.022310525345091932,0.0009060002198498869,9.854555104239858e-07,0.0005997514931030694,0.2257032666823325,0.0009588424426130368,0.00037425080475364845,1.0958086037105919,69.00386568972651,0.648577125166984
T_B1,12.946764913925172,0.0002888594862075757,0.012927515887500261,0.0016578462546284183,7.975029228063474e-08,0.001005984058256737,0.23020711770088087,0.0010041204023362596,0.0004641223749251447,1.1146085904146228,67.06543142641438,0.4080605799288707
T_B1,13.007981244529054,0.00019552169986391952,0.019996215813054018,0.0014875203607438488,2.552403464387241e-07,0.0010333414662952118,0.22652879854208824,0.000600802524541239,0.00021803669517974462,1.1128058701359256,67.6524721142902,0.6168818854022181
T_B1,12.836591149059593,0.00023244634527485306,0.013846177017309915,0.0007537327233912374,-4.329420247124928e-08,0.0008176658734993159,0.20457436236251028,0.0006956454875206828,0.0003850467305188205,1.085096801794939,67.80504272260187,0.6043421789938274
T_B1,12.978735380056852,0.00020272601946601872,0.01705814295916954,0.0019384047985246775,-3.020403421105195e-07,0.0007812274008917029,0.2187191352103649,0.0008797976750140742,0.0003766327512683267,1.0955892196730193,68.59271655052218,0.41871679989220423
T_B1,13.02247999984381,0.0002463357390803159,0.0158064149993684,0.0015885106967592636,4.90439137270933e-07,0.0008651743064824761,0.17682748803888576,0.0004665001107421633,0.0005397338135254665,1.1175645986016987,70.19096307231813,0.41710449857180165
T_B1,13.117594186802085,0.00020625106964311152,0.015609809794760664,0.002292072404448682,-1.7712608847470275e-07,0.0012319809019212108,0.1878195845019414,0.0008131150824141027,0.00048509156278528744,1.0993960526868278,70.16420807635076,0.6007465498261166
T_B1,12.893711874648414,0.00023208846648489114,0.01703346564680636,0.0017346475520525362,5.086159916313246e-08,0.0012711759236299024,0.2078073446688711,0.0008935168068802759,0.00027358236316668756,1.0950591226512887,67.68446672620307,0.42585989718021405
T_B1,12.861387803806737,0.00021936180925968992,0.02228343601420279,0.0015748321257792013,2.7364358012767765e-08,0.0009742199168577284,0.20427733735547393,0.0009470655871079024,0.00039496986025329466,1.092391435333632,69.27184105234167,0.45379384290231556
T_B1,12.986586633338787,0.00024381133226748344,0.013979244621213142,0.0007998949160695701,1.7599322953489703e-07,0.000626764333231051,0.2048713289556709,0.0006280931706203474,0.0003582339078886226,1.105552198117821,67.43620386164483,0.46964759213435264
T_B1,12.877836616752344,0.00022540240137749012,0.02024175592517342,0.0008463037138389589,5.025010431707547e-07,0.0012755318393312888,0.2117610282352444,0.000628094584938684,0.0003050652141680636,1.102813740735923,66.99155085308054,0.6349072052506693
T_B1,12.872953151897194,0.0002321180447002891,0.019371293594085615,0.0010212547335189095,1.4190016089382418e-07,0.0007271544831454603,0.2270947607876495,0.0008535710556105449,0.0004028412658536096,1.1045656747618386,66.96711916957993,0.8043031203811836
T_B1,12.908914613358613,0.0002520145727047109,0.01810414546471877,0.0010540146301395185,1.366219334283826e-07,0.0011513688626288254,0.22678331995871737,0.0005743995278402376,0.00042829284537026157,1.1023052610781325,67.25565571006798,0.48618381696297563
T_B1,12.998217376384453,0.00022788793402062172,0.01946363596505325,0.0005463738151288958,-8.031234939210668e-07,0.0008689426862251828,0.20934013612452787,0.0005477713351275712,0.00015233231862489416,1.114232926228964,68.73310639215964,0.38444671678714243
T_B1,12.928975388432207,0.00021778334649676944,0.01893514366744597,0.0013213794550964116,-1.314392287484852e-07,0.0005440019198730366,0.21790243147368454,0.0005999882546717537,0.00033732738635486905,1.0903552026013772,69.89059231082888,0.5467324599442662
T_B1,12.850262105908136,0.00020704747335840507,0.019450608230549338,0.0010869613324728995,-3.954669083018748e-07,0.0009980580269598584,0.24014866518224884,0.000756064498401134,0.0004270656497024515,1.1163029147359242,69.0147840465938,0.47156919739539527
T_B1,12.885518202216579,0.0002000426035497656,0.019560754092928505,0.0010448131923684496,-1.716992570425689e-07,0.0009778832083199558,0.19964117461486522,0.0005868937455132037,0.0004323945969706978,1.1024417210964794,69.81065313785285,0.605604171820359
T_B1,12.918742770204085,0.0002211574281082072,0.01866993273387225,0.0020260509465071077,-6.309903807887585e-07,0.0008476362050585432,0.23324716481282323,0.0005282984881898711,0.0002605184178210557,1.0906397969294261,70.05469268772518,0.5956979521256573
T_B1,12.942713730470308,0.00020614518671682814,0.019275769486442423,0.0013146544601105403,-6.180216144217218e-08,0.0011827117749131629,0.23117335116418683,0.0004628411240371164,0.0003166667518467015,1.1029682479568468,71.06242482551521,0.2978929953084128
T_B1,12.803768149998191,0.00027016063124429075,0.018540544943951843,0.0009659713186853765,-5.914264790408437e-07,0.0009203477627747756,0.2297726455694759,0.0007901402992819757,0.00024562348817917166,1.1125325813627762,69.28082792350574,0.5717090843267617
T_B1,12.94747516572609,0.0002718681198105098,0.011888312135670678,0.0014441753884557025,-4.5570652619400717e-07,0.0007750133832198849,0.23864316989401316,0.0008112536728578639,0.0004509699694475128,1.125549602297749,66.8690203192258,0.4224254986907634
T_B1,12.91147307081744,0.0002800367870612744,0.013724817003247174,0.000851921582370518,-5.591458681681828e-07,0.0007757673310695872,0.24651253844145302,0.0007863503222112896,0.0003207420503764993,1.1177596285747804,69.24759591953112,0.30056158090940954
T_B1,12.99661278557781,0.00020202266552138572,0.02094321887990489,0.001506053155734015,4.2180752914777646e-07,0.0004004562860140951,0.21975545696670148,0.0005573141962026124,0.0003057187745385947,1.0891709310890716,67.70990791330735,0.13271407418784137
T_B1,12.922140481284142,0.00023537431604207475,0.016178884766605048,0.0011895859691972877,-6.443992358044645e-08,0.0009696645175082498,0.21477443508384203,0.0008090237042713441,0.000293527792670437,1.1157288207605554,67.16334171645187,0.4493037872901084
T_B1,12.932395569668442,0.00024970368146959103,0.023359221881748403,0.0011861952410418713,-9.168619102468982e-07,0.0009401540517950027,0.21466431643502984,0.00038278802777557894,0.0004212767294379259,1.114612872595023,69.12663600455318,0.6594441520785354
T_B1,12.96021608451158,0.0002388644105430407,0.01713046525545356,0.0018169064342934756,-5.496928681904635e-08,0.0008751736954534868,0.22690518249587582,0.000630731902864364,0.0002742441405236083,1.091654414797189,67.3980582129546,0.5355222427825402
T_B1,12.88630052239593,0.0002367520735984622,0.01582883438483836,0.0007328458944916426,4.577677132995984e-07,0.0007690851582653884,0.2173436148607816,0.0006337924888884521,0.0002399740328438392,1.092105268259653,68.61162884282517,0.4836876475709299
T_B1,12.967484105075291,0.00023576754912877165,0.022525378106604967,0.0014186242778438227,9.802909463458873e-08,0.0010728465821312147,0.15681498616534734,0.0008736020095381965,0.0002969271595557697,1.0958594452089092,67.8642695472899,0.4497079930600213
T_B1,13.0773745003017,0.0002618343875231432,0.014289577097508844,0.0006977690904726756,-8.85055023884096e-08,0.0005747319752386552,0.2194068664860583,0.00034389962186357067,0.00021257406256329869,1.0871436577991125,67.99637946590548,0.5561999976165576
T_B1,12.989165838733241,0.00022838718527273173,0.0179688847525504,0.0010834215463802707,-7.070405129490497e-07,0.0009426076918159045,0.251026877569695,0.00044487391911268704,0.0003223337592852261,1.0970972891196855,67.46228174410493,0.7087924492320913
T_B1,12.989248796908878,0.00027519652416919894,0.018836453410250274,0.0016879183852497733,3.0876814046886382e-09,0.0009525985855929047,0.21099352268252872,0.0007462095751987992,0.00015506638503464757,1.1132308444805807,69.29716754544022,0.5517438375878152
T_B1,13.014382826474185,0.00024372591922617755,0.016625654488262084,0.00013071482868564537,-2.2772604886269954e-07,0.001152941766746068,0.24356227698702607,0.0005901834173594289,0.0004868573829710465,1.108598889022743,68.978458525545,0.5198975813878823
T_B1,12.98447337961547,0.0002578368397414729,0.014802918161120789,0.0010428784931957708,-1.7394707802177969e-07,0.0007800260529597149,0.19170558122714035,0.0008729455509308677,0.0004438746253714477,1.100097236217029,67.89974582262938,0.547452744828159
T_B1,12.95882440486362,0.0002441986670814492,0.021048872198932065,0.0016931552277580232,-1.0706757534044375e-06,0.0008994322888916616,0.19884018866887807,0.0009664991165782312,0.00033445664806453727,1.1277675330317651,65.20051365229676,0.4992244263933151
T_B1,13.004428728733751,0.00023039044067677848,0.020776931452254954,0.001399253453053116,4.6897654940008784e-07,0.0012734914092645975,0.2494903514676751,0.0007557898774140122,0.0004048897448659983,1.1150839009566222,68.56273442922104,0.4912263488918244
T_B1,12.928400849824504,0.0002124058236366793,0.02028615027765325,0.0014597346361874112,-2.7573238377780326e-07,0.0011184565890372576,0.16570324993777802,0.0009632642749217298,0.0005370931602424107,1.115011081929373,67.91972742633172,0.5360015734059308
T_B1,12.871044945098541,0.00023093028040390817,0.02276642512558965,0.0014849799521998417,3.248036823656317e-07,0.0011337657862822222,0.20787411964012098,0.0008299461032060839,0.0003345492255222,1.0880900140570406,68.06423084960186,0.49543473129583837
