Condition,TEP_mean_uV_C,Absorption_avg_500,backscatter_avg,Absorption_avg_50,A,B,p,Absorption_avg_100,Absorption_avg_200,mean_CF,mean_perm,mean_MBN
T_B1,12.887224403959689,0.0002519291996420144,0.020316624871301727,0.0019308779563038364,1.2020734282926088e-07,0.0010916012267258588,0.22175862693900197,0.0008861723105708784,0.0003007234398902199,1.087655825198612,68.83293443042534,0.45391674285895334
T_B1,12.90416686513573,0.00019409665039963624,0.011579706856297407,0.0011211842951356144,2.6145254979428785e-08,0.0008005278967967455,0.2146155419313207,0.0006053027956346316,0.00031602060196467795,1.0940369728812143,67.75308767886995,0.4359656148787964
T_B1,12.848011677006909,0.0002472815157693002,0.027737826173619,0.0013092864028208893,-3.440295011881023e-07,0.0006908361292706205,0.17315701701457292,0.0005562971831674013,0.000428445455174198,1.0982028724275856,67.8729516599036,0.539142713182452
T_B1,12.968064195215977,0.0002095011762210773,0.01985918537677634,0.0019214146247953125,-5.656335628002477e-07,0.0008643286309336064,0.2137913432674658,0.0007464854367662622,0.0006017287057606231,1.1177240377383466,65.97016912357563,0.3011581715411559
T_B1,12.927067798278665,0.0002331468369648284,0.0136408880849949,0.00142510956959276,4.191747294030518e-07,0.00040846226195066516,0.19275011277651394,0.0007773619418487361,0.0004188632449723382,1.0958361131977614,68.61432406806576,0.4722759685813199
T_B1,12.922867153104084,0.0002465800901726599,0.020505530795514235,0.0020955844805823614,3.449743152117623e-07,0.0008292122015223455,0.22217828353491387,0.0007440262903044166,0.0003482349401220591,1.0829004787947456,69.85571148770204,0.5589246120465233
T_B1,12.963777845711638,0.0002246961467990404,0.017784329792109692,0.0008776117475822271,-2.451615891260163e-07,0.0008925996240328651,0.19975193444176179,0.0008308645726442917,0.0003871785508356047,1.1106701249026936,68.02652365596855,0.5551261042663985
T_B1,13.002143629303273,0.0001948165326990743,0.02311458255281122,0.001158602101990962,4.347339717152138e-07,0.0009249145223404791,0.23589078484142426,0.0006965587729923287,0.0005530047042550946,1.1052207304323012,68.54752368536917,0.4902220246659185
T_B1,12.89552842265805,0.00023002042979103097,0.014882391000404569,0.0006272615378461388,1.3664586131604093e-07,0.0011330597130530422,0.1988174057924405,0.0007573491705077683,0.0003492472658418759,1.1109498294127904,69.07318838851712,0.40743858798117705
T_B1,13.057550807340018,0.00024525457499361704,0.019504558228982217,0.0013935164169244362,5.761635034722873e-09,0.0007453017331238425,0.2118545982883909,0.0004802798004368069,0.00035381836119586184,1.1205357271535796,69.71124542696684,0.6169615872175861
T_B1,13.011937933758015,0.00024131111167199028,0.02041811767560468,0.000727648804544988,-9.159399921970694e-08,0.0006989792039378249,0.23065862714647017,0.0006340691672377506,0.00041454001517332676,1.104941611101162,66.81174138187299,0.6174290566752779
T_B1,12.982866353735245,0.00022281676165133253,0.02357123662771935,0.001475940315515384,-3.3326515402507475e-08,0.001247298273868731,0.20481068962100563,0.000710803504709254,0.00044372371353147884,1.1029881906625527,66.54044404044572,0.44766815210335287
T_B1,13.016174964486371,0.0002763880284800602,0.020189763604088605,0.0012103522901184321,-6.670541754216732e-07,0.0010429557970468952,0.1923443719866914,0.0008775520461348997,0.0005497511920413857,1.0906110169692842,68.47401135109402,0.44031682216612644
T_B1,12.909391916318508,0.00023102884476615176,0.016272878968064477,0.0014666478134637661,-1.860353351802764e-07,0.0013336124759786528,0.20164548285682357,0.0005373387476639148,0.0002581974044257386,1.091200174663866,70.46679531299822,0.5084887683711156
T_B1,12.89628921604903,0.00023475670484000708,0.013449309449537811,0.0010425493321278624,-2.676554951536515e-07,0.0010734845595870132,0.2389243572287727,0.0008523013107325185,0.0004844898208965381,1.071868186639987,67.70275741296945,0.513728928176065
T_B1,13.029277074250219,0.00021746081532409006,0.019825235497865554,0.000854022718209838,2.2580678717344048e-07,0.0010483113581179306,0.17956480114485993,0.0007730583277130854,0.00043751467119916635,1.109562422638781,67.79932114804484,0.5749959273944943
T_B1,12.967790379910467,0.0002488165204862349,0.01863955251912964,0.0007638672682034413,-1.0878824081211686e-07,0.0008881465136977252,0.19734182249333285,0.0006942114821943524,0.0002693577860194172,1.0982632089509907,67.8777045826031,0.9131145169936205
T_B1,12.813587560811545,0.000242787085785481,0.018033023986815725,0.0007115326396423742,-4.068860844074506e-07,0.0007444895871992641,0.2370325464535008,0.0005959630082337307,0.00029518156610214345,1.0984375523404697,68.67049318232081,0.5875865503919951
T_B1,12.87548402560026,0.00018926956160653143,0.019801263291837998,0.001318870201445662,-3.815423855807718e-07,0.0006666612993472424,0.20934680445510567,0.0009797158304891804,0.00043574282112650677,1.1197944808685047,70.2479993188038,0.7188748399604051
T_B1,12.917639314949104,0.00020042628033004937,0.018117039733950013,0.0014069968263983918,1.1207493085830476e-07,0.0009660477179449639,0.21299601840886245,0.000749719532172084,0.0005134720487558105,1.1247255217343224,66.95646183528808,0.3314857827464949
T_B1,13.026427923242602,0.0002704867967529816,0.01187665303357845,0.0007778353412425136,6.070322637803038e-07,0.0007389814097456825,0.2286319899586859,0.0005680002962633854,0.00033202321518840825,1.1004868332677606,69.99094888138272,0.37953495414725114
T_B1,12.932038974176663,0.00018807725950494903,0.024013944365527805,0.0022355848084217103,-1.8265754764692453e-07,0.0009552110780917161,0.225771360780679,0.0010202901123868959,0.0005068863237295293,1.0926516001759665,65.80451115076349,0.5379876505902724
T_B1,12.960607500391715,0.00024009540583236485,0.019221029652393744,0.0009155823162866688,-2.9205930158505184e-07,0.0008562627426602546,0.20108895852870182,0.0005835281161790073,0.00022317115833269386,1.11608056431531,68.24140977909862,0.41277481761930734
T_B1,12.89006383982181,0.00025214329075820373,0.027672370483875126,0.0004998151522710212,-3.04302832276256e-09,0.0006569369590473603,0.21930691175664263,0.0008130112969573438,0.0003256669156174144,1.0951172807355471,67.52146722654756,0.37570995058454165
T_B1,12.886708333213145,0.0002471139338943502,0.01465425380969147,0.0008614876488814399,1.3497958138065618e-07,0.0006990346139207836,0.19673435870615688,0.0005017636534153233,0.00024293038469558255,1.1159388141048527,67.20712747046164,0.5426303763327505
T_B1,12.887156367096658,0.00022022596317726462,0.021206844381900625,0.0011141347560431837,2.4801605104740117e-07,0.0011585675328033,0.22689409738438915,0.0007993689709584825,0.00035422306264256017,1.1226841319080199,69.20257119606832,0.48807096349256796
T_B1,12.85053586508286,0.0002534243077304467,0.01427160052193319,0.0012408743391594942,-1.3378673537829428e-07,0.0008430984225464934,0.15836823732211153,0.0004423363948548491,0.00037791246565099297,1.0845054861067958,66.90233022479387,0.3596883947937956
T_B1,12.857042186553606,0.0002155662049962655,0.010866540373246598,0.0008825874331671972,-4.286041638674999e-07,0.0007515132387897129,0.22867053441084914,0.0008048568996732508,0.00040603221598675346,1.10419100228864,66.9845331141474,0.7120566761106785
